CN1701700000000,17,17,"Cass County, IL",2020,"5,813","5,426",387,6.7
CN1701900000000,17,19,"Champaign County, IL",2020,"108,725","101,732","6,993",6.4
CN1702100000000,17,21,"Christian County, IL",2020,"13,598","12,497","1,101",8.1
CN1702300000000,17,23,"Clark County, IL",2020,"7,331","6,752",579,7.9
CN1702500000000,17,25,"Clay County, IL",2020,"6,231","5,646",585,9.4
CN1702700000000,17,27,"Clinton County, IL",2020,"19,796","18,642","1,154",5.8
CN1702900000000,17,29,"Coles County, IL",2020,"23,148","21,432","1,716",7.4
CN1703100000000,17,31,"Cook County, IL",2020,"2,539,907","2,258,453","281,454",11.1
CN1703300000000,17,33,"Crawford County, IL",2020,"8,472","7,882",590,7
CN1703500000000,17,35,"Cumberland County, IL",2020,"5,944","5,606",338,5.7
CN1703700000000,17,37,"DeKalb County, IL",2020,"53,031","48,678","4,353",8.2
CN1703900000000,17,39,"De Witt County, IL",2020,"7,120","6,656",464,6.5
CN1704100000000,17,41,"Douglas County, IL",2020,"10,036","9,474",562,5.6
CN1704300000000,17,43,"DuPage County, IL",2020,"484,215","445,824","38,391",7.9
CN1704500000000,17,45,"Edgar County, IL",2020,"8,899","8,311",588,6.6
CN1704700000000,17,47,"Edwards County, IL",2020,"2,681","2,462",219,8.2
CN1704900000000,17,49,"Effingham County, IL",2020,"19,265","17,988","1,277",6.6
CN1705100000000,17,51,"Fayette County, IL",2020,"9,700","8,977",723,7.5
CN1705300000000,17,53,"Ford County, IL",2020,"6,236","5,834",402,6.4
CN1705500000000,17,55,"Franklin County, IL",2020,"15,985","14,299","1,686",10.5
CN1705700000000,17,57,"Fulton County, IL",2020,"14,615","13,364","1,251",8.6
CN1705900000000,17,59,"Gallatin County, IL",2020,"2,032","1,846",186,9.2
CN1706100000000,17,61,"Greene County, IL",2020,"5,904","5,522",382,6.5
CN1706300000000,17,63,"Grundy County, IL",2020,"24,269","22,138","2,131",8.8
CN1706500000000,17,65,"Hamilton County, IL",2020,"4,225","3,944",281,6.7
CN1706700000000,17,67,"Hancock County, IL",2020,"8,081","7,521",560,6.9
CN1706900000000,17,69,"Hardin County, IL",2020,"1,289","1,171",118,9.2
CN1707100000000,17,71,"Henderson County, IL",2020,"3,544","3,298",246,6.9
CN1707300000000,17,73,"Henry County, IL",2020,"23,925","22,061","1,864",7.8
CN1707500000000,17,75,"Iroquois County, IL",2020,"13,582","12,738",844,6.2
CN1707700000000,17,77,"Jackson County, IL",2020,"27,251","25,146","2,105",7.7
CN1707900000000,17,79,"Jasper County, IL",2020,"4,591","4,315",276,6
CN1708100000000,17,81,"Jefferson County, IL",2020,"16,993","15,279","1,714",10.1
CN1708300000000,17,83,"Jersey County, IL",2020,"10,678","9,883",795,7.4
CN1708500000000,17,85,"Jo Daviess County, IL",2020,"10,426","9,560",866,8.3
CN1708700000000,17,87,"Johnson County, IL",2020,"4,098","3,732",366,8.9
CN1708900000000,17,89,"Kane County, IL",2020,"261,649","237,738","23,911",9.1
CN1709100000000,17,91,"Kankakee County, IL",2020,"53,934","49,164","4,770",8.8
CN1709300000000,17,93,"Kendall County, IL",2020,"66,386","60,839","5,547",8.4
CN1709500000000,17,95,"Knox County, IL",2020,"21,110","19,285","1,825",8.6
CN1709700000000,17,97,"Lake County, IL",2020,"364,544","335,133","29,411",8.1
CN1709900000000,17,99,"LaSalle County, IL",2020,"52,663","47,699","4,964",9.4
CN1710100000000,17,101,"Lawrence County, IL",2020,"5,781","5,276",505,8.7
CN1710300000000,17,103,"Lee County, IL",2020,"17,154","15,982","1,172",6.8
CN1710500000000,17,105,"Livingston County, IL",2020,"15,909","14,840","1,069",6.7
CN1710700000000,17,107,"Logan County, IL",2020,"12,122","11,305",817,6.7
CN1710900000000,17,109,"McDonough County, IL",2020,"12,819","11,908",911,7.1
CN1711100000000,17,111,"McHenry County, IL",2020,"158,406","145,249","13,157",8.3
CN1711300000000,17,113,"McLean County, IL",2020,"85,103","79,341","5,762",6.8
CN1711500000000,17,115,"Macon County, IL",2020,"47,177","42,512","4,665",9.9
CN1711700000000,17,117,"Macoupin County, IL",2020,"22,119","20,596","1,523",6.9
CN1711900000000,17,119,"Madison County, IL",2020,"131,452","121,270","10,182",7.7
CN1712100000000,17,121,"Marion County, IL",2020,"17,114","15,523","1,591",9.3
CN1712300000000,17,123,"Marshall County, IL",2020,"5,085","4,710",375,7.4
CN1712500000000,17,125,"Mason County, IL",2020,"5,916","5,440",476,8
CN1712700000000,17,127,"Massac County, IL",2020,"5,424","4,883",541,10
CN1712900000000,17,129,"Menard County, IL",2020,"6,101","5,710",391,6.4
CN1713100000000,17,131,"Mercer County, IL",2020,"7,689","7,072",617,8
CN1713300000000,17,133,"Monroe County, IL",2020,"18,386","17,363","1,023",5.6
CN1713500000000,17,135,"Montgomery County, IL",2020,"11,453","10,455",998,8.7
CN1713700000000,17,137,"Morgan County, IL",2020,"15,873","14,784","1,089",6.9
CN1713900000000,17,139,"Moultrie County, IL",2020,"7,292","6,925",367,5
CN1714100000000,17,141,"Ogle County, IL",2020,"24,161","22,199","1,962",8.1
CN1714300000000,17,143,"Peoria County, IL",2020,"83,684","75,016","8,668",10.4
CN1714500000000,17,145,"Perry County, IL",2020,"8,093","7,330",763,9.4
CN1714700000000,17,147,"Piatt County, IL",2020,"8,462","8,009",453,5.4
CN1714900000000,17,149,"Pike County, IL",2020,"6,753","6,348",405,6
CN1715100000000,17,151,"Pope County, IL",2020,"1,643","1,513",130,7.9
CN1715300000000,17,153,"Pulaski County, IL",2020,"1,768","1,562",206,11.7
CN1715500000000,17,155,"Putnam County, IL",2020,"2,942","2,698",244,8.3
CN1715700000000,17,157,"Randolph County, IL",2020,"13,764","12,786",978,7.1
CN1715900000000,17,159,"Richland County, IL",2020,"7,362","6,864",498,6.8
CN1716100000000,17,161,"Rock Island County, IL",2020,"68,915","62,443","6,472",9.4
CN1716300000000,17,163,"St. Clair County, IL",2020,"125,155","113,836","11,319",9
CN1716500000000,17,165,"Saline County, IL",2020,"9,534","8,605",929,9.7
CN1716700000000,17,167,"Sangamon County, IL",2020,"96,869","88,916","7,953",8.2
CN1716900000000,17,169,"Schuyler County, IL",2020,"3,126","2,933",193,6.2
CN1717100000000,17,171,"Scott County, IL",2020,"2,349","2,194",155,6.6
CN1717300000000,17,173,"Shelby County, IL",2020,"10,256","9,596",660,6.4
CN1717500000000,17,175,"Stark County, IL",2020,"2,373","2,200",173,7.3
CN1717700000000,17,177,"Stephenson County, IL",2020,"21,106","19,560","1,546",7.3
CN1717900000000,17,179,"Tazewell County, IL",2020,"61,977","56,948","5,029",8.1
CN1718100000000,17,181,"Union County, IL",2020,"7,192","6,610",582,8.1
CN1718300000000,17,183,"Vermilion County, IL",2020,"32,542","29,671","2,871",8.8
CN1718500000000,17,185,"Wabash County, IL",2020,"5,718","5,242",476,8.3
CN1718700000000,17,187,"Warren County, IL",2020,"8,085","7,587",498,6.2
CN1718900000000,17,189,"Washington County, IL",2020,"9,576","9,072",504,5.3
CN1719100000000,17,191,"Wayne County, IL",2020,"6,795","6,230",565,8.3
CN1719300000000,17,193,"White County, IL",2020,"6,137","5,671",466,7.6
CN1719500000000,17,195,"Whiteside County, IL",2020,"27,673","25,461","2,212",8
CN1719700000000,17,197,"Will County, IL",2020,"344,335","311,763","32,572",9.5
CN1719900000000,17,199,"Williamson County, IL",2020,"31,533","28,794","2,739",8.7
CN1720100000000,17,201,"Winnebago County, IL",2020,"135,759","120,253","15,506",11.4
CN1720300000000,17,203,"Woodford County, IL",2020,"18,012","16,917","1,095",6.1
CN1800100000000,18,1,"Adams County, IN",2020,"16,771","15,836",935,5.6
CN1800300000000,18,3,"Allen County, IN",2020,"184,986","170,783","14,203",7.7
CN1800500000000,18,5,"Bartholomew County, IN",2020,"43,802","40,975","2,827",6.5
CN1800700000000,18,7,"Benton County, IN",2020,"4,268","4,047",221,5.2
CN1800900000000,18,9,"Blackford County, IN",2020,"4,826","4,442",384,8
CN1801100000000,18,11,"Boone County, IN",2020,"35,586","34,064","1,522",4.3
CN1801300000000,18,13,"Brown County, IN",2020,"7,568","7,062",506,6.7
CN1801500000000,18,15,"Carroll County, IN",2020,"9,659","9,076",583,6
CN1801700000000,18,17,"Cass County, IN",2020,"17,551","16,360","1,191",6.8
CN1801900000000,18,19,"Clark County, IN",2020,"61,138","56,726","4,412",7.2
CN1802100000000,18,21,"Clay County, IN",2020,"11,450","10,689",761,6.6
CN1802300000000,18,23,"Clinton County, IN",2020,"16,825","15,886",939,5.6
CN1802500000000,18,25,"Crawford County, IN",2020,"4,849","4,506",343,7.1
CN1802700000000,18,27,"Daviess County, IN",2020,"16,523","15,891",632,3.8
CN1802900000000,18,29,"Dearborn County, IN",2020,"25,224","23,482","1,742",6.9
CN1803100000000,18,31,"Decatur County, IN",2020,"14,928","13,813","1,115",7.5
CN1803300000000,18,33,"DeKalb County, IN",2020,"22,116","20,591","1,525",6.9
CN1803500000000,18,35,"Delaware County, IN",2020,"52,466","48,633","3,833",7.3
CN1803700000000,18,37,"Dubois County, IN",2020,"22,595","21,569","1,026",4.5
CN1803900000000,18,39,"Elkhart County, IN",2020,"110,494","102,155","8,339",7.5
CN1804100000000,18,41,"Fayette County, IN",2020,"8,543","7,700",843,9.9
CN1804300000000,18,43,"Floyd County, IN",2020,"41,093","38,422","2,671",6.5
CN1804500000000,18,45,"Fountain County, IN",2020,"7,752","7,247",505,6.5
CN1804700000000,18,47,"Franklin County, IN",2020,"11,270","10,608",662,5.9
CN1804900000000,18,49,"Fulton County, IN",2020,"9,680","9,040",640,6.6
CN1805100000000,18,51,"Gibson County, IN",2020,"19,537","18,332","1,205",6.2
CN1805300000000,18,53,"Grant County, IN",2020,"31,534","29,538","1,996",6.3
CN1805500000000,18,55,"Greene County, IN",2020,"13,264","12,442",822,6.2
CN1805700000000,18,57,"Hamilton County, IN",2020,"182,979","174,455","8,524",4.7
CN1805900000000,18,59,"Hancock County, IN",2020,"40,363","38,084","2,279",5.6
CN1806100000000,18,61,"Harrison County, IN",2020,"19,874","18,626","1,248",6.3
CN1806300000000,18,63,"Hendricks County, IN",2020,"89,386","84,885","4,501",5
CN1806500000000,18,65,"Henry County, IN",2020,"21,866","20,424","1,442",6.6
CN1806700000000,18,67,"Howard County, IN",2020,"36,931","32,921","4,010",10.9
CN1806900000000,18,69,"Huntington County, IN",2020,"18,032","16,846","1,186",6.6
CN1807100000000,18,71,"Jackson County, IN",2020,"23,066","21,416","1,650",7.2
CN1807300000000,18,73,"Jasper County, IN",2020,"15,583","14,490","1,093",7
CN1807500000000,18,75,"Jay County, IN",2020,"8,801","8,224",577,6.6
CN1807700000000,18,77,"Jefferson County, IN",2020,"14,965","13,858","1,107",7.4
CN1807900000000,18,79,"Jennings County, IN",2020,"13,582","12,549","1,033",7.6
CN1808100000000,18,81,"Johnson County, IN",2020,"82,335","77,712","4,623",5.6
CN1808300000000,18,83,"Knox County, IN",2020,"18,228","17,148","1,080",5.9
CN1808500000000,18,85,"Kosciusko County, IN",2020,"41,420","38,879","2,541",6.1
CN1808700000000,18,87,"LaGrange County, IN",2020,"19,178","17,945","1,233",6.4
CN1808900000000,18,89,"Lake County, IN",2020,"225,185","201,989","23,196",10.3
CN1809100000000,18,91,"LaPorte County, IN",2020,"47,444","42,924","4,520",9.5
CN1809300000000,18,93,"Lawrence County, IN",2020,"20,687","19,252","1,435",6.9
CN1809500000000,18,95,"Madison County, IN",2020,"58,758","54,137","4,621",7.9
CN1809700000000,18,97,"Marion County, IN",2020,"495,063","456,145","38,918",7.9
CN1809900000000,18,99,"Marshall County, IN",2020,"22,646","21,190","1,456",6.4
CN1810100000000,18,101,"Martin County, IN",2020,"5,410","5,181",229,4.2
CN1810300000000,18,103,"Miami County, IN",2020,"15,009","13,772","1,237",8.2
CN1810500000000,18,105,"Monroe County, IN",2020,"68,155","64,390","3,765",5.5
CN1810700000000,18,107,"Montgomery County, IN",2020,"18,538","17,580",958,5.2
CN1810900000000,18,109,"Morgan County, IN",2020,"35,605","33,693","1,912",5.4
CN1811100000000,18,111,"Newton County, IN",2020,"6,591","6,139",452,6.9
CN1811300000000,18,113,"Noble County, IN",2020,"22,709","20,804","1,905",8.4
CN1811500000000,18,115,"Ohio County, IN",2020,"3,157","2,924",233,7.4
CN1811700000000,18,117,"Orange County, IN",2020,"8,499","7,558",941,11.1
CN1811900000000,18,119,"Owen County, IN",2020,"9,015","8,447",568,6.3
CN1812100000000,18,121,"Parke County, IN",2020,"6,844","6,468",376,5.5
CN1812300000000,18,123,"Perry County, IN",2020,"9,089","8,495",594,6.5
CN1812500000000,18,125,"Pike County, IN",2020,"6,144","5,782",362,5.9
CN1812700000000,18,127,"Porter County, IN",2020,"83,987","77,220","6,767",8.1
CN1812900000000,18,129,"Posey County, IN",2020,"12,834","12,202",632,4.9
CN1813100000000,18,131,"Pulaski County, IN",2020,"6,395","6,007",388,6.1
CN1813300000000,18,133,"Putnam County, IN",2020,"16,336","15,318","1,018",6.2
CN1813500000000,18,135,"Randolph County, IN",2020,"11,191","10,456",735,6.6
CN1813700000000,18,137,"Ripley County, IN",2020,"13,875","12,991",884,6.4
CN1813900000000,18,139,"Rush County, IN",2020,"8,738","8,191",547,6.3
CN1814100000000,18,141,"St. Joseph County, IN",2020,"133,385","122,197","11,188",8.4
CN1814300000000,18,143,"Scott County, IN",2020,"10,484","9,606",878,8.4
CN1814500000000,18,145,"Shelby County, IN",2020,"23,086","21,443","1,643",7.1
CN1814700000000,18,147,"Spencer County, IN",2020,"10,333","9,754",579,5.6
CN1814900000000,18,149,"Starke County, IN",2020,"9,730","8,947",783,8
CN1815100000000,18,151,"Steuben County, IN",2020,"19,915","18,673","1,242",6.2
CN1815300000000,18,153,"Sullivan County, IN",2020,"7,903","7,352",551,7
CN1815500000000,18,155,"Switzerland County, IN",2020,"4,782","4,394",388,8.1
CN1815700000000,18,157,"Tippecanoe County, IN",2020,"94,147","88,211","5,936",6.3
CN1815900000000,18,159,"Tipton County, IN",2020,"9,019","8,465",554,6.1
CN1816100000000,18,161,"Union County, IN",2020,"3,443","3,254",189,5.5
CN1816300000000,18,163,"Vanderburgh County, IN",2020,"91,573","85,014","6,559",7.2
CN1816500000000,18,165,"Vermillion County, IN",2020,"6,590","6,094",496,7.5
CN1816700000000,18,167,"Vigo County, IN",2020,"45,814","42,198","3,616",7.9
CN1816900000000,18,169,"Wabash County, IN",2020,"14,499","13,615",884,6.1
CN1817100000000,18,171,"Warren County, IN",2020,"4,001","3,785",216,5.4
CN1817300000000,18,173,"Warrick County, IN",2020,"31,654","29,930","1,724",5.4
CN1817500000000,18,175,"Washington County, IN",2020,"13,465","12,533",932,6.9
CN1817700000000,18,177,"Wayne County, IN",2020,"29,989","27,951","2,038",6.8
CN1817900000000,18,179,"Wells County, IN",2020,"14,006","13,211",795,5.7
CN1818100000000,18,181,"White County, IN",2020,"13,254","12,586",668,5
CN1818300000000,18,183,"Whitley County, IN",2020,"17,155","16,139","1,016",5.9
CN1900100000000,19,1,"Adair County, IA",2020,"4,179","4,013",166,4
CN1900300000000,19,3,"Adams County, IA",2020,"2,029","1,952",77,3.8
CN1900500000000,19,5,"Allamakee County, IA",2020,"7,034","6,675",359,5.1
CN1900700000000,19,7,"Appanoose County, IA",2020,"5,914","5,601",313,5.3
CN1900900000000,19,9,"Audubon County, IA",2020,"3,011","2,908",103,3.4
CN1901100000000,19,11,"Benton County, IA",2020,"12,924","12,272",652,5
CN1901300000000,19,13,"Black Hawk County, IA",2020,"67,318","63,173","4,145",6.2
CN1901500000000,19,15,"Boone County, IA",2020,"14,468","13,880",588,4.1
CN1901700000000,19,17,"Bremer County, IA",2020,"13,500","12,967",533,3.9
CN1901900000000,19,19,"Buchanan County, IA",2020,"11,095","10,588",507,4.6
CN1902100000000,19,21,"Buena Vista County, IA",2020,"11,643","11,217",426,3.7
CN1902300000000,19,23,"Butler County, IA",2020,"7,675","7,317",358,4.7
CN1902500000000,19,25,"Calhoun County, IA",2020,"4,096","3,928",168,4.1
CN1902700000000,19,27,"Carroll County, IA",2020,"10,546","10,129",417,4
CN1902900000000,19,29,"Cass County, IA",2020,"6,752","6,489",263,3.9
CN1903100000000,19,31,"Cedar County, IA",2020,"10,368","9,915",453,4.4
CN1903300000000,19,33,"Cerro Gordo County, IA",2020,"23,096","21,893","1,203",5.2
CN1903500000000,19,35,"Cherokee County, IA",2020,"6,192","5,958",234,3.8
CN1903700000000,19,37,"Chickasaw County, IA",2020,"6,271","5,976",295,4.7
CN1903900000000,19,39,"Clarke County, IA",2020,"4,761","4,504",257,5.4
CN1904100000000,19,41,"Clay County, IA",2020,"8,336","7,958",378,4.5
CN1904300000000,19,43,"Clayton County, IA",2020,"9,703","9,150",553,5.7
CN1904500000000,19,45,"Clinton County, IA",2020,"21,989","20,509","1,480",6.7
CN1904700000000,19,47,"Crawford County, IA",2020,"7,931","7,515",416,5.2
CN1904900000000,19,49,"Dallas County, IA",2020,"49,406","47,621","1,785",3.6
CN1905100000000,19,51,"Davis County, IA",2020,"4,108","3,943",165,4
CN1905300000000,19,53,"Decatur County, IA",2020,"4,266","4,104",162,3.8
CN1905500000000,19,55,"Delaware County, IA",2020,"10,381","9,969",412,4
CN1905700000000,19,57,"Des Moines County, IA",2020,"18,609","17,222","1,387",7.5
CN1905900000000,19,59,"Dickinson County, IA",2020,"9,752","9,255",497,5.1
CN1906100000000,19,61,"Dubuque County, IA",2020,"54,877","51,666","3,211",5.9
CN1906300000000,19,63,"Emmet County, IA",2020,"5,047","4,797",250,5
CN1906500000000,19,65,"Fayette County, IA",2020,"10,299","9,735",564,5.5
CN1906700000000,19,67,"Floyd County, IA",2020,"8,250","7,751",499,6
CN1906900000000,19,69,"Franklin County, IA",2020,"5,597","5,385",212,3.8
CN1907100000000,19,71,"Fremont County, IA",2020,"3,712","3,597",115,3.1
CN1907300000000,19,73,"Greene County, IA",2020,"5,333","5,107",226,4.2
CN1907500000000,19,75,"Grundy County, IA",2020,"6,273","5,999",274,4.4
CN1907700000000,19,77,"Guthrie County, IA",2020,"5,409","5,140",269,5
CN1907900000000,19,79,"Hamilton County, IA",2020,"6,779","6,480",299,4.4
CN1908100000000,19,81,"Hancock County, IA",2020,"5,764","5,495",269,4.7
CN1908300000000,19,83,"Hardin County, IA",2020,"7,767","7,407",360,4.6
CN1908500000000,19,85,"Harrison County, IA",2020,"7,060","6,776",284,4
CN1908700000000,19,87,"Henry County, IA",2020,"9,564","9,060",504,5.3
CN1908900000000,19,89,"Howard County, IA",2020,"5,070","4,844",226,4.5
CN1909100000000,19,91,"Humboldt County, IA",2020,"4,939","4,730",209,4.2
CN1909300000000,19,93,"Ida County, IA",2020,"3,966","3,824",142,3.6
CN1909500000000,19,95,"Iowa County, IA",2020,"10,009","9,565",444,4.4
CN1909700000000,19,97,"Jackson County, IA",2020,"10,622","9,975",647,6.1
CN1909900000000,19,99,"Jasper County, IA",2020,"19,177","18,157","1,020",5.3
CN1910100000000,19,101,"Jefferson County, IA",2020,"9,487","8,948",539,5.7
CN1910300000000,19,103,"Johnson County, IA",2020,"84,088","80,056","4,032",4.8
CN1910500000000,19,105,"Jones County, IA",2020,"10,253","9,669",584,5.7
CN1910700000000,19,107,"Keokuk County, IA",2020,"5,151","4,897",254,4.9
CN1910900000000,19,109,"Kossuth County, IA",2020,"8,087","7,779",308,3.8
CN1911100000000,19,111,"Lee County, IA",2020,"15,693","14,666","1,027",6.5
CN1911300000000,19,113,"Linn County, IA",2020,"118,853","111,300","7,553",6.4
CN1911500000000,19,115,"Louisa County, IA",2020,"5,916","5,623",293,5
CN1911700000000,19,117,"Lucas County, IA",2020,"4,644","4,475",169,3.6
CN1911900000000,19,119,"Lyon County, IA",2020,"6,823","6,652",171,2.5
CN1912100000000,19,121,"Madison County, IA",2020,"8,347","7,868",479,5.7
CN1912300000000,19,123,"Mahaska County, IA",2020,"11,798","11,237",561,4.8
CN1912500000000,19,125,"Marion County, IA",2020,"17,933","17,182",751,4.2
CN1912700000000,19,127,"Marshall County, IA",2020,"17,514","16,278","1,236",7.1
CN1912900000000,19,129,"Mills County, IA",2020,"7,150","6,869",281,3.9
CN1913100000000,19,131,"Mitchell County, IA",2020,"6,061","5,856",205,3.4
CN1913300000000,19,133,"Monona County, IA",2020,"4,347","4,139",208,4.8
CN1913500000000,19,135,"Monroe County, IA",2020,"3,938","3,734",204,5.2
CN1913700000000,19,137,"Montgomery County, IA",2020,"4,847","4,621",226,4.7
CN1913900000000,19,139,"Muscatine County, IA",2020,"21,053","19,796","1,257",6
CN1914100000000,19,141,"O'Brien County, IA",2020,"8,058","7,786",272,3.4
CN1914300000000,19,143,"Osceola County, IA",2020,"3,498","3,397",101,2.9
CN1914500000000,19,145,"Page County, IA",2020,"6,186","5,878",308,5
CN1914700000000,19,147,"Palo Alto County, IA",2020,"4,540","4,330",210,4.6
CN1914900000000,19,149,"Plymouth County, IA",2020,"14,284","13,770",514,3.6
CN1915100000000,19,151,"Pocahontas County, IA",2020,"4,220","4,072",148,3.5
CN1915300000000,19,153,"Polk County, IA",2020,"264,807","248,931","15,876",6
CN1915500000000,19,155,"Pottawattamie County, IA",2020,"47,249","44,771","2,478",5.2
CN1915700000000,19,157,"Poweshiek County, IA",2020,"9,727","9,247",480,4.9
CN1915900000000,19,159,"Ringgold County, IA",2020,"2,377","2,285",92,3.9
CN1916100000000,19,161,"Sac County, IA",2020,"5,167","4,986",181,3.5
CN1916300000000,19,163,"Scott County, IA",2020,"86,403","80,541","5,862",6.8
CN1916500000000,19,165,"Shelby County, IA",2020,"6,318","6,090",228,3.6
CN1916700000000,19,167,"Sioux County, IA",2020,"20,757","20,199",558,2.7
CN1916900000000,19,169,"Story County, IA",2020,"56,458","54,422","2,036",3.6
CN1917100000000,19,171,"Tama County, IA",2020,"9,225","8,753",472,5.1
CN1917300000000,19,173,"Taylor County, IA",2020,"3,064","2,952",112,3.7
CN1917500000000,19,175,"Union County, IA",2020,"6,147","5,786",361,5.9
CN1917700000000,19,177,"Van Buren County, IA",2020,"3,667","3,497",170,4.6
CN1917900000000,19,179,"Wapello County, IA",2020,"17,328","16,293","1,035",6
CN1918100000000,19,181,"Warren County, IA",2020,"27,577","26,321","1,256",4.6
CN1918300000000,19,183,"Washington County, IA",2020,"11,490","11,021",469,4.1
CN1918500000000,19,185,"Wayne County, IA",2020,"2,783","2,658",125,4.5
CN1918700000000,19,187,"Webster County, IA",2020,"18,615","17,638",977,5.2
CN1918900000000,19,189,"Winnebago County, IA",2020,"5,025","4,703",322,6.4
CN1919100000000,19,191,"Winneshiek County, IA",2020,"11,095","10,550",545,4.9
CN1919300000000,19,193,"Woodbury County, IA",2020,"54,467","51,606","2,861",5.3
CN1919500000000,19,195,"Worth County, IA",2020,"4,082","3,861",221,5.4
CN1919700000000,19,197,"Wright County, IA",2020,"6,960","6,684",276,4
CN2000100000000,20,1,"Allen County, KS",2020,"6,392","6,045",347,5.4
CN2000300000000,20,3,"Anderson County, KS",2020,"4,250","4,075",175,4.1
CN2000500000000,20,5,"Atchison County, KS",2020,"6,856","6,385",471,6.9
CN2000700000000,20,7,"Barber County, KS",2020,"2,324","2,246",78,3.4
CN2000900000000,20,9,"Barton County, KS",2020,"13,680","13,046",634,4.6
CN2001100000000,20,11,"Bourbon County, KS",2020,"6,747","6,367",380,5.6
CN2001300000000,20,13,"Brown County, KS",2020,"5,153","4,923",230,4.5
CN2001500000000,20,15,"Butler County, KS",2020,"32,533","30,403","2,130",6.5
CN2001700000000,20,17,"Chase County, KS",2020,"1,465","1,384",81,5.5
CN2001900000000,20,19,"Chautauqua County, KS",2020,"1,482","1,392",90,6.1
CN2002100000000,20,21,"Cherokee County, KS",2020,"10,016","9,494",522,5.2
CN2002300000000,20,23,"Cheyenne County, KS",2020,"1,314","1,285",29,2.2
CN2002500000000,20,25,"Clark County, KS",2020,"1,145","1,122",23,2
CN2002700000000,20,27,"Clay County, KS",2020,"3,807","3,636",171,4.5
CN2002900000000,20,29,"Cloud County, KS",2020,"3,865","3,708",157,4.1
CN2003100000000,20,31,"Coffey County, KS",2020,"3,901","3,697",204,5.2
CN2003300000000,20,33,"Comanche County, KS",2020,860,830,30,3.5
CN2003500000000,20,35,"Cowley County, KS",2020,"16,807","15,709","1,098",6.5
CN2003700000000,20,37,"Crawford County, KS",2020,"18,947","17,901","1,046",5.5
CN2003900000000,20,39,"Decatur County, KS",2020,"1,241","1,195",46,3.7
CN2004100000000,20,41,"Dickinson County, KS",2020,"8,873","8,442",431,4.9
CN2004300000000,20,43,"Doniphan County, KS",2020,"4,153","3,965",188,4.5
CN2004500000000,20,45,"Douglas County, KS",2020,"64,225","60,337","3,888",6.1
CN2004700000000,20,47,"Edwards County, KS",2020,"1,465","1,421",44,3
CN2004900000000,20,49,"Elk County, KS",2020,"1,171","1,115",56,4.8
CN2005100000000,20,51,"Ellis County, KS",2020,"16,920","16,328",592,3.5
CN2005300000000,20,53,"Ellsworth County, KS",2020,"2,725","2,636",89,3.3
CN2005500000000,20,55,"Finney County, KS",2020,"20,618","19,906",712,3.5
CN2005700000000,20,57,"Ford County, KS",2020,"17,224","16,640",584,3.4
CN2005900000000,20,59,"Franklin County, KS",2020,"14,228","13,459",769,5.4
CN2006100000000,20,61,"Geary County, KS",2020,"11,652","10,852",800,6.9
CN2006300000000,20,63,"Gove County, KS",2020,"1,465","1,423",42,2.9
CN2006500000000,20,65,"Graham County, KS",2020,"1,126","1,074",52,4.6
CN2006700000000,20,67,"Grant County, KS",2020,"3,097","2,970",127,4.1
CN2006900000000,20,69,"Gray County, KS",2020,"3,244","3,172",72,2.2
CN2007100000000,20,71,"Greeley County, KS",2020,825,810,15,1.8
CN2007300000000,20,73,"Greenwood County, KS",2020,"3,129","2,965",164,5.2
CN2007500000000,20,75,"Hamilton County, KS",2020,"1,633","1,605",28,1.7
CN2007700000000,20,77,"Harper County, KS",2020,"2,792","2,668",124,4.4
CN2007900000000,20,79,"Harvey County, KS",2020,"16,930","16,030",900,5.3
CN2008100000000,20,81,"Haskell County, KS",2020,"2,250","2,197",53,2.4
CN2008300000000,20,83,"Hodgeman County, KS",2020,"1,008",981,27,2.7
CN2008500000000,20,85,"Jackson County, KS",2020,"7,213","6,820",393,5.4
CN2008700000000,20,87,"Jefferson County, KS",2020,"10,207","9,708",499,4.9
CN2008900000000,20,89,"Jewell County, KS",2020,"1,249","1,210",39,3.1
CN2009100000000,20,91,"Johnson County, KS",2020,"342,146","324,544","17,602",5.1
CN2009300000000,20,93,"Kearny County, KS",2020,"2,035","1,980",55,2.7
CN2009500000000,20,95,"Kingman County, KS",2020,"3,343","3,169",174,5.2
CN2009700000000,20,97,"Kiowa County, KS",2020,"1,256","1,215",41,3.3
CN2009900000000,20,99,"Labette County, KS",2020,"9,667","9,123",544,5.6
CN2010100000000,20,101,"Lane County, KS",2020,755,733,22,2.9
CN2010300000000,20,103,"Leavenworth County, KS",2020,"36,746","34,611","2,135",5.8
CN2010500000000,20,105,"Lincoln County, KS",2020,"1,705","1,655",50,2.9
CN2010700000000,20,107,"Linn County, KS",2020,"4,379","4,073",306,7
CN2010900000000,20,109,"Logan County, KS",2020,"1,614","1,573",41,2.5
CN2011100000000,20,111,"Lyon County, KS",2020,"16,598","15,808",790,4.8
CN2011300000000,20,113,"McPherson County, KS",2020,"17,211","16,612",599,3.5
CN2011500000000,20,115,"Marion County, KS",2020,"5,913","5,668",245,4.1
CN2011700000000,20,117,"Marshall County, KS",2020,"5,504","5,331",173,3.1
CN2011900000000,20,119,"Meade County, KS",2020,"2,150","2,090",60,2.8
CN2012100000000,20,121,"Miami County, KS",2020,"17,681","16,793",888,5
