Office,State,RaceDate,CensusPop,Area,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes
Senate,Alabama,20201103,"43,643",CHILTON,"15,708","Tuberville, Thomas",Challenger,"3,499","Jones, Doug",Incumbent,WR,22,Scattered Write-Ins,Challenger,N/A,"12,209",R,.11,81.78,18.22,,,
Senate,Alabama,20201103,"13,859",CHOCTAW,"4,188","Tuberville, Thomas",Challenger,"3,225","Jones, Doug",Incumbent,WR,3,Scattered Write-Ins,Challenger,N/A,963,R,.04,56.50,43.50,,,
Senate,Alabama,20201103,"25,833",CLARKE,"7,061","Tuberville, Thomas",Challenger,"6,017","Jones, Doug",Incumbent,WR,9,Scattered Write-Ins,Challenger,N/A,"1,044",R,.07,53.99,46.01,,,
Senate,Alabama,20201103,"13,932",CLAY,"5,454","Tuberville, Thomas",Challenger,"1,441","Jones, Doug",Incumbent,WR,8,Scattered Write-Ins,Challenger,N/A,"4,013",R,.12,79.10,20.90,,,
Senate,Alabama,20201103,"14,972",CLEBURNE,"6,321","Tuberville, Thomas",Challenger,843,"Jones, Doug",Incumbent,WR,5,Scattered Write-Ins,Challenger,N/A,"5,478",R,.07,88.23,11.77,,,
Senate,Alabama,20201103,"49,948",COFFEE,"16,400","Tuberville, Thomas",Challenger,"5,753","Jones, Doug",Incumbent,WR,25,Scattered Write-Ins,Challenger,N/A,"10,647",R,.11,74.03,25.97,,,
Senate,Alabama,20201103,"54,428",COLBERT,"18,320","Tuberville, Thomas",Challenger,"9,408","Jones, Doug",Incumbent,WR,53,Scattered Write-Ins,Challenger,N/A,"8,912",R,.19,66.07,33.93,,,
Senate,Alabama,20201103,"13,228",CONECUH,"3,294","Tuberville, Thomas",Challenger,"3,098","Jones, Doug",Incumbent,WR,4,Scattered Write-Ins,Challenger,N/A,196,R,.06,51.53,48.47,,,
Senate,Alabama,20201103,"11,539",COOSA,"3,559","Tuberville, Thomas",Challenger,"1,899","Jones, Doug",Incumbent,WR,9,Scattered Write-Ins,Challenger,N/A,"1,660",R,.16,65.21,34.79,,,
Senate,Alabama,20201103,"37,765",COVINGTON,"14,120","Tuberville, Thomas",Challenger,"3,214","Jones, Doug",Incumbent,WR,19,Scattered Write-Ins,Challenger,N/A,"10,906",R,.11,81.46,18.54,,,
Senate,Alabama,20201103,"13,906",CRENSHAW,"4,671","Tuberville, Thomas",Challenger,"1,910","Jones, Doug",Incumbent,WR,8,Scattered Write-Ins,Challenger,N/A,"2,761",R,.12,70.98,29.02,,,
Senate,Alabama,20201103,"80,406",CULLMAN,"35,949","Tuberville, Thomas",Challenger,"5,693","Jones, Doug",Incumbent,WR,93,Scattered Write-Ins,Challenger,N/A,"30,256",R,.22,86.33,13.67,,,
Senate,Alabama,20201103,"50,251",DALE,"13,653","Tuberville, Thomas",Challenger,"5,955","Jones, Doug",Incumbent,WR,33,Scattered Write-Ins,Challenger,N/A,"7,698",R,.17,69.63,30.37,,,
Senate,Alabama,20201103,"43,820",DALLAS,"5,298","Tuberville, Thomas",Challenger,"12,503","Jones, Doug",Incumbent,WR,15,Scattered Write-Ins,Challenger,N/A,"7,205",D,.08,29.76,70.24,,,
Senate,Alabama,20201103,"71,109",DEKALB,"23,940","Tuberville, Thomas",Challenger,"5,253","Jones, Doug",Incumbent,WR,53,Scattered Write-Ins,Challenger,N/A,"18,687",R,.18,82.01,17.99,,,
Senate,Alabama,20201103,"79,303",ELMORE,"29,459","Tuberville, Thomas",Challenger,"11,399","Jones, Doug",Incumbent,WR,60,Scattered Write-Ins,Challenger,N/A,"18,060",R,.15,72.10,27.90,,,
Senate,Alabama,20201103,"38,319",ESCAMBIA,"10,417","Tuberville, Thomas",Challenger,"5,400","Jones, Doug",Incumbent,WR,14,Scattered Write-Ins,Challenger,N/A,"5,017",R,.09,65.86,34.14,,,
Senate,Alabama,20201103,"104,430",ETOWAH,"34,351","Tuberville, Thomas",Challenger,"13,145","Jones, Doug",Incumbent,WR,93,Scattered Write-Ins,Challenger,N/A,"21,206",R,.20,72.32,27.68,,,
Senate,Alabama,20201103,"17,241",FAYETTE,"7,088","Tuberville, Thomas",Challenger,"1,651","Jones, Doug",Incumbent,WR,12,Scattered Write-Ins,Challenger,N/A,"5,437",R,.14,81.11,18.89,,,
Senate,Alabama,20201103,"31,704",FRANKLIN,"9,856","Tuberville, Thomas",Challenger,"2,605","Jones, Doug",Incumbent,WR,20,Scattered Write-Ins,Challenger,N/A,"7,251",R,.16,79.09,20.91,,,
Senate,Alabama,20201103,"26,790",GENEVA,"10,382","Tuberville, Thomas",Challenger,"2,122","Jones, Doug",Incumbent,WR,18,Scattered Write-Ins,Challenger,N/A,"8,260",R,.14,83.03,16.97,,,
Senate,Alabama,20201103,"9,045",GREENE,816,"Tuberville, Thomas",Challenger,"3,962","Jones, Doug",Incumbent,WR,1,Scattered Write-Ins,Challenger,N/A,"3,146",D,.02,17.08,82.92,,,
Senate,Alabama,20201103,"15,760",HALE,"3,090","Tuberville, Thomas",Challenger,"4,786","Jones, Doug",Incumbent,WR,4,Scattered Write-Ins,Challenger,N/A,"1,696",D,.05,39.23,60.77,,,
Senate,Alabama,20201103,"17,302",HENRY,"6,399","Tuberville, Thomas",Challenger,"2,872","Jones, Doug",Incumbent,WR,9,Scattered Write-Ins,Challenger,N/A,"3,527",R,.10,69.02,30.98,,,
Senate,Alabama,20201103,"101,547",HOUSTON,"31,462","Tuberville, Thomas",Challenger,"14,494","Jones, Doug",Incumbent,WR,77,Scattered Write-Ins,Challenger,N/A,"16,968",R,.17,68.46,31.54,,,
Senate,Alabama,20201103,"53,227",JACKSON,"18,888","Tuberville, Thomas",Challenger,"4,587","Jones, Doug",Incumbent,WR,29,Scattered Write-Ins,Challenger,N/A,"14,301",R,.12,80.46,19.54,,,
Senate,Alabama,20201103,"658,466",JEFFERSON,"134,314","Tuberville, Thomas",Challenger,"190,644","Jones, Doug",Incumbent,WR,552,Scattered Write-Ins,Challenger,N/A,"56,330",D,.17,41.33,58.67,,,
Senate,Alabama,20201103,"14,564",LAMAR,"6,088","Tuberville, Thomas",Challenger,"1,071","Jones, Doug",Incumbent,WR,3,Scattered Write-Ins,Challenger,N/A,"5,017",R,.04,85.04,14.96,,,
Senate,Alabama,20201103,"92,709",LAUDERDALE,"30,071","Tuberville, Thomas",Challenger,"13,874","Jones, Doug",Incumbent,WR,88,Scattered Write-Ins,Challenger,N/A,"16,197",R,.20,68.43,31.57,,,
Senate,Alabama,20201103,"34,339",LAWRENCE,"11,710","Tuberville, Thomas",Challenger,"4,211","Jones, Doug",Incumbent,WR,33,Scattered Write-Ins,Challenger,N/A,"7,499",R,.21,73.55,26.45,,,
Senate,Alabama,20201103,"140,247",LEE,"41,154","Tuberville, Thomas",Challenger,"29,986","Jones, Doug",Incumbent,WR,114,Scattered Write-Ins,Challenger,N/A,"11,168",R,.16,57.85,42.15,,,
Senate,Alabama,20201103,"82,782",LIMESTONE,"33,364","Tuberville, Thomas",Challenger,"15,584","Jones, Doug",Incumbent,WR,90,Scattered Write-Ins,Challenger,N/A,"17,780",R,.18,68.16,31.84,,,
Senate,Alabama,20201103,"11,299",LOWNDES,"1,766","Tuberville, Thomas",Challenger,"5,051","Jones, Doug",Incumbent,WR,2,Scattered Write-Ins,Challenger,N/A,"3,285",D,.03,25.91,74.09,,,
Senate,Alabama,20201103,"21,452",MACON,"1,481","Tuberville, Thomas",Challenger,"7,224","Jones, Doug",Incumbent,WR,12,Scattered Write-Ins,Challenger,N/A,"5,743",D,.14,17.01,82.99,,,
Senate,Alabama,20201103,"334,811",MADISON,"99,181","Tuberville, Thomas",Challenger,"94,458","Jones, Doug",Incumbent,WR,443,Scattered Write-Ins,Challenger,N/A,"4,723",R,.23,51.22,48.78,,,
Senate,Alabama,20201103,"21,027",MARENGO,"5,166","Tuberville, Thomas",Challenger,"5,687","Jones, Doug",Incumbent,WR,9,Scattered Write-Ins,Challenger,N/A,521,D,.08,47.60,52.40,,,
Senate,Alabama,20201103,"30,776",MARION,"11,897","Tuberville, Thomas",Challenger,"1,847","Jones, Doug",Incumbent,WR,16,Scattered Write-Ins,Challenger,N/A,"10,050",R,.12,86.56,13.44,,,
Senate,Alabama,20201103,"93,019",MARSHALL,"32,086","Tuberville, Thomas",Challenger,"7,336","Jones, Doug",Incumbent,WR,83,Scattered Write-Ins,Challenger,N/A,"24,750",R,.21,81.39,18.61,,,
Senate,Alabama,20201103,"412,992",MOBILE,"96,320","Tuberville, Thomas",Challenger,"86,034","Jones, Doug",Incumbent,WR,315,Scattered Write-Ins,Challenger,N/A,"10,286",R,.17,52.82,47.18,,,
Senate,Alabama,20201103,"23,068",MONROE,"5,906","Tuberville, Thomas",Challenger,"4,719","Jones, Doug",Incumbent,WR,16,Scattered Write-Ins,Challenger,N/A,"1,187",R,.15,55.59,44.41,,,
Senate,Alabama,20201103,"229,363",MONTGOMERY,"32,221","Tuberville, Thomas",Challenger,"66,592","Jones, Doug",Incumbent,WR,125,Scattered Write-Ins,Challenger,N/A,"34,371",D,.13,32.61,67.39,,,
Senate,Alabama,20201103,"119,490",MORGAN,"38,280","Tuberville, Thomas",Challenger,"15,108","Jones, Doug",Incumbent,WR,111,Scattered Write-Ins,Challenger,N/A,"23,172",R,.21,71.70,28.30,,,
Senate,Alabama,20201103,"10,591",PERRY,"1,274","Tuberville, Thomas",Challenger,"3,943","Jones, Doug",Incumbent,WR,N/A,Scattered Write-Ins,Challenger,N/A,"2,669",D,.00,24.42,75.58,,,
Senate,Alabama,20201103,"19,746",PICKENS,"5,439","Tuberville, Thomas",Challenger,"4,193","Jones, Doug",Incumbent,WR,11,Scattered Write-Ins,Challenger,N/A,"1,246",R,.11,56.47,43.53,,,
Senate,Alabama,20201103,"32,899",PIKE,"7,777","Tuberville, Thomas",Challenger,"6,020","Jones, Doug",Incumbent,WR,14,Scattered Write-Ins,Challenger,N/A,"1,757",R,.10,56.37,43.63,,,
Senate,Alabama,20201103,"22,913",RANDOLPH,"8,400","Tuberville, Thomas",Challenger,"2,362","Jones, Doug",Incumbent,WR,10,Scattered Write-Ins,Challenger,N/A,"6,038",R,.09,78.05,21.95,,,
Senate,Alabama,20201103,"52,947",RUSSELL,"9,383","Tuberville, Thomas",Challenger,"11,853","Jones, Doug",Incumbent,WR,19,Scattered Write-Ins,Challenger,N/A,"2,470",D,.09,44.18,55.82,,,
Senate,Alabama,20201103,"195,085",SHELBY,"77,836","Tuberville, Thomas",Challenger,"36,606","Jones, Doug",Incumbent,WR,236,Scattered Write-Ins,Challenger,N/A,"41,230",R,.21,68.01,31.99,,,
Senate,Alabama,20201103,"83,593",ST. CLAIR,"35,426","Tuberville, Thomas",Challenger,"8,844","Jones, Doug",Incumbent,WR,76,Scattered Write-Ins,Challenger,N/A,"26,582",R,.17,80.02,19.98,,,
Senate,Alabama,20201103,"13,763",SUMTER,"1,550","Tuberville, Thomas",Challenger,"4,705","Jones, Doug",Incumbent,WR,3,Scattered Write-Ins,Challenger,N/A,"3,155",D,.05,24.78,75.22,,,
Senate,Alabama,20201103,"82,291",TALLADEGA,"21,726","Tuberville, Thomas",Challenger,"13,855","Jones, Doug",Incumbent,WR,44,Scattered Write-Ins,Challenger,N/A,"7,871",R,.12,61.06,38.94,,,
Senate,Alabama,20201103,"41,616",TALLAPOOSA,"14,668","Tuberville, Thomas",Challenger,"6,255","Jones, Doug",Incumbent,WR,20,Scattered Write-Ins,Challenger,N/A,"8,413",R,.10,70.10,29.90,,,
Senate,Alabama,20201103,"194,656",TUSCALOOSA,"49,347","Tuberville, Thomas",Challenger,"40,404","Jones, Doug",Incumbent,WR,190,Scattered Write-Ins,Challenger,N/A,"8,943",R,.21,54.98,45.02,,,
Senate,Alabama,20201103,"67,023",WALKER,"25,016","Tuberville, Thomas",Challenger,"5,978","Jones, Doug",Incumbent,WR,65,Scattered Write-Ins,Challenger,N/A,"19,038",R,.21,80.71,19.29,,,
Senate,Alabama,20201103,"17,581",WASHINGTON,"6,162","Tuberville, Thomas",Challenger,"2,635","Jones, Doug",Incumbent,WR,9,Scattered Write-Ins,Challenger,N/A,"3,527",R,.10,70.05,29.95,,,
Senate,Alabama,20201103,"11,670",WILCOX,"1,779","Tuberville, Thomas",Challenger,"4,095","Jones, Doug",Incumbent,WR,5,Scattered Write-Ins,Challenger,N/A,"2,316",D,.09,30.29,69.71,,,
Senate,Alabama,20201103,"24,484",WINSTON,"9,915","Tuberville, Thomas",Challenger,"1,302","Jones, Doug",Incumbent,WR,13,Scattered Write-Ins,Challenger,N/A,"8,613",R,.12,88.39,11.61,,,
Senate,Alaska,20201103,"15,031",Election District 1,N/A,"Sullivan, Dan S.",Incumbent,N/A,"Gross, Al",Challenger,ALI,N/A,"Howe, John",Challenger,N/A,0,R,.00,.00,.00,,,Write-In (Write-in) 0
Senate,Alaska,20201103,"17,726",Election District 1,"3,487","Sullivan, Dan S.",Incumbent,"3,293","Gross, Al",Challenger,ALI,414,"Howe, John",Challenger,16,194,R,5.74,51.43,48.57,,,Write-In (Write-in) 16
Senate,Alaska,20201103,"17,827",Election District 10,"7,735","Sullivan, Dan S.",Incumbent,"2,742","Gross, Al",Challenger,ALI,598,"Howe, John",Challenger,20,"4,993",R,5.39,73.83,26.17,,,Write-In (Write-in) 20
Senate,Alaska,20201103,"15,599",Election District 10,N/A,"Sullivan, Dan S.",Incumbent,N/A,"Gross, Al",Challenger,ALI,N/A,"Howe, John",Challenger,N/A,0,R,.00,.00,.00,,,Write-In (Write-in) 0
Senate,Alaska,20201103,"15,904",Election District 11,N/A,"Sullivan, Dan S.",Incumbent,N/A,"Gross, Al",Challenger,ALI,N/A,"Howe, John",Challenger,N/A,0,R,.00,.00,.00,,,Write-In (Write-in) 0
Senate,Alaska,20201103,"17,716",Election District 11,"7,051","Sullivan, Dan S.",Incumbent,"3,047","Gross, Al",Challenger,ALI,476,"Howe, John",Challenger,19,"4,004",R,4.49,69.83,30.17,,,Write-In (Write-in) 19
Senate,Alaska,20201103,"17,671",Election District 12,"7,877","Sullivan, Dan S.",Incumbent,"2,824","Gross, Al",Challenger,ALI,425,"Howe, John",Challenger,11,"5,053",R,3.82,73.61,26.39,,,Write-In (Write-in) 11
Senate,Alaska,20201103,"16,303",Election District 12,N/A,"Sullivan, Dan S.",Incumbent,N/A,"Gross, Al",Challenger,ALI,N/A,"Howe, John",Challenger,N/A,0,R,.00,.00,.00,,,Write-In (Write-in) 0
Senate,Alaska,20201103,"16,231",Election District 13,N/A,"Sullivan, Dan S.",Incumbent,N/A,"Gross, Al",Challenger,ALI,N/A,"Howe, John",Challenger,N/A,0,R,.00,.00,.00,,,Write-In (Write-in) 0
Senate,Alaska,20201103,"17,678",Election District 13,"4,684","Sullivan, Dan S.",Incumbent,"2,400","Gross, Al",Challenger,ALI,372,"Howe, John",Challenger,8,"2,284",R,4.98,66.12,33.88,,,Write-In (Write-in) 8
Senate,Alaska,20201103,"17,818",Election District 14,"7,114","Sullivan, Dan S.",Incumbent,"3,894","Gross, Al",Challenger,ALI,415,"Howe, John",Challenger,9,"3,220",R,3.63,64.63,35.37,,,Write-In (Write-in) 9
Senate,Alaska,20201103,"16,119",Election District 14,N/A,"Sullivan, Dan S.",Incumbent,N/A,"Gross, Al",Challenger,ALI,N/A,"Howe, John",Challenger,N/A,0,R,.00,.00,.00,,,Write-In (Write-in) 0
Senate,Alaska,20201103,"16,137",Election District 15,N/A,"Sullivan, Dan S.",Incumbent,N/A,"Gross, Al",Challenger,ALI,N/A,"Howe, John",Challenger,N/A,0,R,.00,.00,.00,,,Write-In (Write-in) 0
Senate,Alaska,20201103,"17,672",Election District 15,"2,613","Sullivan, Dan S.",Incumbent,"2,449","Gross, Al",Challenger,ALI,308,"Howe, John",Challenger,5,164,R,5.73,51.62,48.38,,,Write-In (Write-in) 5
Senate,Alaska,20201103,"17,806",Election District 16,"3,545","Sullivan, Dan S.",Incumbent,"4,110","Gross, Al",Challenger,ALI,410,"Howe, John",Challenger,15,565,D,5.07,46.31,53.69,,,Write-In (Write-in) 15
Senate,Alaska,20201103,"16,104",Election District 16,N/A,"Sullivan, Dan S.",Incumbent,N/A,"Gross, Al",Challenger,ALI,N/A,"Howe, John",Challenger,N/A,0,R,.00,.00,.00,,,Write-In (Write-in) 0
Senate,Alaska,20201103,"15,819",Election District 17,N/A,"Sullivan, Dan S.",Incumbent,N/A,"Gross, Al",Challenger,ALI,N/A,"Howe, John",Challenger,N/A,0,R,.00,.00,.00,,,Write-In (Write-in) 0
Senate,Alaska,20201103,"17,797",Election District 17,"2,903","Sullivan, Dan S.",Incumbent,"3,951","Gross, Al",Challenger,ALI,315,"Howe, John",Challenger,13,"1,048",D,4.39,42.35,57.65,,,Write-In (Write-in) 13
Senate,Alaska,20201103,"17,925",Election District 18,"2,807","Sullivan, Dan S.",Incumbent,"4,553","Gross, Al",Challenger,ALI,289,"Howe, John",Challenger,14,"1,746",D,3.77,38.14,61.86,,,Write-In (Write-in) 14
Senate,Alaska,20201103,"15,639",Election District 18,N/A,"Sullivan, Dan S.",Incumbent,N/A,"Gross, Al",Challenger,ALI,N/A,"Howe, John",Challenger,N/A,0,R,.00,.00,.00,,,Write-In (Write-in) 0
Senate,Alaska,20201103,"15,841",Election District 19,N/A,"Sullivan, Dan S.",Incumbent,N/A,"Gross, Al",Challenger,ALI,N/A,"Howe, John",Challenger,N/A,0,R,.00,.00,.00,,,Write-In (Write-in) 0
Senate,Alaska,20201103,"17,692",Election District 19,"1,876","Sullivan, Dan S.",Incumbent,"3,046","Gross, Al",Challenger,ALI,310,"Howe, John",Challenger,19,"1,170",D,5.90,38.11,61.89,,,Write-In (Write-in) 19
Senate,Alaska,20201103,"17,738",Election District 2,"3,379","Sullivan, Dan S.",Incumbent,"1,895","Gross, Al",Challenger,ALI,372,"Howe, John",Challenger,9,"1,484",R,6.58,64.07,35.93,,,Write-In (Write-in) 9
Senate,Alaska,20201103,"14,991",Election District 2,N/A,"Sullivan, Dan S.",Incumbent,N/A,"Gross, Al",Challenger,ALI,N/A,"Howe, John",Challenger,N/A,0,R,.00,.00,.00,,,Write-In (Write-in) 0
Senate,Alaska,20201103,"17,718",Election District 20,"2,526","Sullivan, Dan S.",Incumbent,"4,657","Gross, Al",Challenger,ALI,243,"Howe, John",Challenger,14,"2,131",D,3.27,35.17,64.83,,,Write-In (Write-in) 14
Senate,Alaska,20201103,"15,837",Election District 20,N/A,"Sullivan, Dan S.",Incumbent,N/A,"Gross, Al",Challenger,ALI,N/A,"Howe, John",Challenger,N/A,0,R,.00,.00,.00,,,Write-In (Write-in) 0
Senate,Alaska,20201103,"15,850",Election District 21,N/A,"Sullivan, Dan S.",Incumbent,N/A,"Gross, Al",Challenger,ALI,N/A,"Howe, John",Challenger,N/A,0,R,.00,.00,.00,,,Write-In (Write-in) 0
Senate,Alaska,20201103,"17,642",Election District 21,"3,980","Sullivan, Dan S.",Incumbent,"5,141","Gross, Al",Challenger,ALI,296,"Howe, John",Challenger,12,"1,161",D,3.14,43.64,56.36,,,Write-In (Write-in) 12
Senate,Alaska,20201103,"17,755",Election District 22,"4,977","Sullivan, Dan S.",Incumbent,"4,202","Gross, Al",Challenger,ALI,336,"Howe, John",Challenger,26,775,R,3.52,54.22,45.78,,,Write-In (Write-in) 26
Senate,Alaska,20201103,"15,831",Election District 22,N/A,"Sullivan, Dan S.",Incumbent,N/A,"Gross, Al",Challenger,ALI,N/A,"Howe, John",Challenger,N/A,0,R,.00,.00,.00,,,Write-In (Write-in) 0
Senate,Alaska,20201103,"15,847",Election District 23,N/A,"Sullivan, Dan S.",Incumbent,N/A,"Gross, Al",Challenger,ALI,N/A,"Howe, John",Challenger,N/A,0,R,.00,.00,.00,,,Write-In (Write-in) 0
Senate,Alaska,20201103,"17,809",Election District 23,"3,734","Sullivan, Dan S.",Incumbent,"3,638","Gross, Al",Challenger,ALI,335,"Howe, John",Challenger,11,96,R,4.34,50.65,49.35,,,Write-In (Write-in) 11
Senate,Alaska,20201103,"17,702",Election District 24,"5,835","Sullivan, Dan S.",Incumbent,"4,363","Gross, Al",Challenger,ALI,238,"Howe, John",Challenger,7,"1,472",R,2.28,57.22,42.78,,,Write-In (Write-in) 7
Senate,Alaska,20201103,"15,812",Election District 24,N/A,"Sullivan, Dan S.",Incumbent,N/A,"Gross, Al",Challenger,ALI,N/A,"Howe, John",Challenger,N/A,0,R,.00,.00,.00,,,Write-In (Write-in) 0
Senate,Alaska,20201103,"15,836",Election District 25,N/A,"Sullivan, Dan S.",Incumbent,N/A,"Gross, Al",Challenger,ALI,N/A,"Howe, John",Challenger,N/A,0,R,.00,.00,.00,,,Write-In (Write-in) 0
Senate,Alaska,20201103,"17,924",Election District 25,"4,556","Sullivan, Dan S.",Incumbent,"4,367","Gross, Al",Challenger,ALI,350,"Howe, John",Challenger,12,189,R,3.77,51.06,48.94,,,Write-In (Write-in) 12
Senate,Alaska,20201103,N/A,Election District 25,N/A,"Sullivan, Dan S.",Incumbent,N/A,"Gross, Al",Challenger,ALI,N/A,"Howe, John",Challenger,N/A,0,R,.00,.00,.00,,,
Senate,Alaska,20201103,"17,693",Election District 26,"5,651","Sullivan, Dan S.",Incumbent,"4,172","Gross, Al",Challenger,ALI,267,"Howe, John",Challenger,10,"1,479",R,2.64,57.53,42.47,,,Write-In (Write-in) 10
Senate,Alaska,20201103,N/A,Election District 26,N/A,"Sullivan, Dan S.",Incumbent,N/A,"Gross, Al",Challenger,ALI,N/A,"Howe, John",Challenger,N/A,0,R,.00,.00,.00,,,
Senate,Alaska,20201103,"15,823",Election District 26,N/A,"Sullivan, Dan S.",Incumbent,N/A,"Gross, Al",Challenger,ALI,N/A,"Howe, John",Challenger,N/A,0,R,.00,.00,.00,,,Write-In (Write-in) 0
Senate,Alaska,20201103,"15,820",Election District 27,N/A,"Sullivan, Dan S.",Incumbent,N/A,"Gross, Al",Challenger,ALI,N/A,"Howe, John",Challenger,N/A,0,R,.00,.00,.00,,,Write-In (Write-in) 0
Senate,Alaska,20201103,"17,678",Election District 27,"4,534","Sullivan, Dan S.",Incumbent,"4,608","Gross, Al",Challenger,ALI,342,"Howe, John",Challenger,9,74,D,3.60,49.60,50.40,,,Write-In (Write-in) 9
Senate,Alaska,20201103,"17,778",Election District 28,"6,753","Sullivan, Dan S.",Incumbent,"5,776","Gross, Al",Challenger,ALI,244,"Howe, John",Challenger,10,977,R,1.91,53.90,46.10,,,Write-In (Write-in) 10
Senate,Alaska,20201103,"15,839",Election District 28,N/A,"Sullivan, Dan S.",Incumbent,N/A,"Gross, Al",Challenger,ALI,N/A,"Howe, John",Challenger,N/A,0,R,.00,.00,.00,,,Write-In (Write-in) 0
Senate,Alaska,20201103,"15,846",Election District 29,N/A,"Sullivan, Dan S.",Incumbent,N/A,"Gross, Al",Challenger,ALI,N/A,"Howe, John",Challenger,N/A,0,R,.00,.00,.00,,,Write-In (Write-in) 0
Senate,Alaska,20201103,"18,026",Election District 29,"7,237","Sullivan, Dan S.",Incumbent,"2,923","Gross, Al",Challenger,ALI,497,"Howe, John",Challenger,7,"4,314",R,4.66,71.23,28.77,,,Write-In (Write-in) 7
Senate,Alaska,20201103,"17,673",Election District 3,"6,004","Sullivan, Dan S.",Incumbent,"1,810","Gross, Al",Challenger,ALI,480,"Howe, John",Challenger,8,"4,194",R,5.78,76.84,23.16,,,Write-In (Write-in) 8
Senate,Alaska,20201103,"15,203",Election District 3,N/A,"Sullivan, Dan S.",Incumbent,N/A,"Gross, Al",Challenger,ALI,N/A,"Howe, John",Challenger,N/A,0,R,.00,.00,.00,,,Write-In (Write-in) 0
Senate,Alaska,20201103,"18,021",Election District 30,"7,034","Sullivan, Dan S.",Incumbent,"2,502","Gross, Al",Challenger,ALI,485,"Howe, John",Challenger,19,"4,532",R,4.83,73.76,26.24,,,Write-In (Write-in) 19
Senate,Alaska,20201103,"15,839",Election District 30,N/A,"Sullivan, Dan S.",Incumbent,N/A,"Gross, Al",Challenger,ALI,N/A,"Howe, John",Challenger,N/A,0,R,.00,.00,.00,,,Write-In (Write-in) 0
Senate,Alaska,20201103,"15,811",Election District 31,N/A,"Sullivan, Dan S.",Incumbent,N/A,"Gross, Al",Challenger,ALI,N/A,"Howe, John",Challenger,N/A,0,R,.00,.00,.00,,,Write-In (Write-in) 0
Senate,Alaska,20201103,"17,971",Election District 31,"6,763","Sullivan, Dan S.",Incumbent,"5,049","Gross, Al",Challenger,ALI,498,"Howe, John",Challenger,23,"1,714",R,4.04,57.26,42.74,,,Write-In (Write-in) 23
Senate,Alaska,20201103,"18,077",Election District 32,"4,309","Sullivan, Dan S.",Incumbent,"3,449","Gross, Al",Challenger,ALI,438,"Howe, John",Challenger,13,860,R,5.34,55.54,44.46,,,Write-In (Write-in) 13
Senate,Alaska,20201103,"15,329",Election District 32,N/A,"Sullivan, Dan S.",Incumbent,N/A,"Gross, Al",Challenger,ALI,N/A,"Howe, John",Challenger,N/A,0,R,.00,.00,.00,,,Write-In (Write-in) 0
